,is_male,has_eaten,sd,wt,dp_mins,bac,class,id_code
411,0,0,3.0,80.0,54.0,0.0587204081632653,under,761.02
412,0,0,3.0,76.0,108.0,0.047316219119226635,under,1165.11
413,1,1,6.0,83.0,52.0,0.11504840049854592,over,2979.29
414,0,0,3.0,66.0,68.0,0.07045504019789736,under,948.61
415,0,1,2.0,68.0,84.0,0.04275522208883554,under,488.44
416,0,0,3.0,73.0,106.0,0.05108492218805332,under,1185.89
417,0,0,5.0,54.0,91.0,0.15698310657596373,over,3857.07
418,1,0,5.0,83.0,87.0,0.07870700041545495,under,2841.72
419,1,0,7.0,78.0,84.0,0.12865517241379315,over,5900.64
420,0,0,3.0,66.0,113.0,0.057705040197897364,under,1291.09
421,0,0,3.0,63.0,90.0,0.06849416909620992,under,1165.09
422,1,0,7.0,79.0,99.0,0.12301080314273244,over,6734.47
423,1,0,5.0,70.0,71.0,0.10136330049261086,over,2518.88
424,1,0,6.0,76.0,113.0,0.10340154264972778,over,5328.07
425,0,1,4.0,66.0,70.0,0.10829560915275203,over,2001.3
426,0,1,4.0,59.0,77.0,0.12050554018217458,over,2189.83
427,0,1,2.0,48.0,107.0,0.060428231292517,under,620.72
428,1,0,4.0,59.0,78.0,0.09355669199298657,over,1722.19
429,1,0,8.0,81.0,98.0,0.14019987228607922,over,8903.25
430,0,1,4.0,73.0,96.0,0.08945767402851554,over,2507.68
431,0,0,4.0,67.0,100.0,0.08951010254848209,over,2398.87
432,1,1,9.0,66.0,89.0,0.21264811912225712,over,11241.86
433,0,0,2.0,67.0,69.0,0.03937171794090771,under,364.03
434,1,0,5.0,93.0,109.0,0.06240517241379312,under,3163.01
435,1,0,7.0,63.0,91.0,0.1625373563218391,over,6522.79
436,0,1,3.0,59.0,110.0,0.07769998846996426,under,1512.82
437,1,0,6.0,89.0,85.0,0.09117154203796979,over,4138.28
438,1,0,5.0,85.0,97.0,0.07384330628803246,under,3044.19
439,0,1,2.0,62.0,130.0,0.03534013605442177,under,569.68
440,0,0,3.0,67.0,78.0,0.06628257691136158,under,1039.18
441,0,0,4.0,56.0,142.0,0.10075792031098155,over,3204.91
442,0,1,3.0,56.0,91.0,0.08846010689990283,over,1352.38
443,1,1,7.0,72.0,94.0,0.1461264367816092,over,6922.89
444,0,0,4.0,68.0,103.0,0.08692711084433774,over,2435.35
445,1,0,7.0,74.0,88.0,0.1357446411929171,over,6187.78
446,1,1,6.0,73.0,91.0,0.12181188001889469,over,4855.18
447,0,1,3.0,64.0,94.0,0.07439217687074831,under,1342.63
448,0,0,3.0,53.0,87.0,0.08707891798228726,over,1204.56
449,0,1,3.0,73.0,68.0,0.07035158885471998,under,1047.68
450,1,1,6.0,64.0,80.0,0.14383620689655174,over,4418.65
451,1,1,10.0,95.0,110.0,0.15553539019963705,over,16253.45
452,1,1,7.0,89.0,103.0,0.11290846571096476,over,7245.22
453,1,1,2.0,85.0,82.0,0.02623732251521299,under,365.75
454,0,1,6.0,75.0,73.0,0.14572687074829935,over,4787.13
455,0,0,2.0,66.0,88.0,0.034881137909709356,under,405.18
456,0,0,5.0,68.0,97.0,0.1176547218887555,over,3880.25
457,1,0,6.0,72.0,70.0,0.12146551724137931,over,3673.12
458,1,0,7.0,79.0,87.0,0.12601080314273244,over,6062.51
459,0,0,2.0,66.0,104.0,0.030347804576376015,under,416.61
460,1,0,3.0,65.0,121.0,0.04671551724137933,under,1102.25
461,1,0,12.0,84.0,84.0,0.2172266009852217,over,18393.01
462,1,0,5.0,92.0,73.0,0.0723796851574213,under,2430.51
463,1,1,7.0,87.0,70.0,0.12417360285374558,over,5293.52
464,1,1,4.0,68.0,56.0,0.09159330628803246,over,1395.15
465,1,0,8.0,64.0,121.0,0.178198275862069,over,11039.74
466,0,1,3.0,63.0,90.0,0.07699416909620992,under,1309.67
467,1,1,5.0,74.0,102.0,0.09467474370922649,over,3573.02
468,1,1,8.0,89.0,91.0,0.13464538938395973,over,8723.94
469,1,1,4.0,78.0,76.0,0.07401724137931036,under,1755.1
470,0,0,4.0,68.0,93.0,0.08976044417767108,over,2270.58
471,1,1,5.0,64.0,66.0,0.12128017241379312,over,2561.44
472,0,0,4.0,70.0,87.0,0.0881430029154519,over,2147.16
473,0,0,3.0,67.0,97.0,0.06089924357802824,under,1187.35
474,1,0,7.0,71.0,90.0,0.14190990772219525,over,6347.63
475,1,1,7.0,79.0,64.0,0.13926080314273243,over,4928.72
476,0,0,4.0,76.0,71.0,0.08377162549230217,over,1808.13
477,0,1,5.0,51.0,125.0,0.16660074029611846,over,5310.4
478,1,0,5.0,68.0,74.0,0.10411663286004058,over,2619.57
479,0,1,3.0,68.0,100.0,0.06724949979991998,under,1371.89
480,0,1,4.0,51.0,104.0,0.13384725890356144,over,2839.7
481,1,0,10.0,69.0,81.0,0.22142916041979016,over,12375.68
482,0,1,2.0,78.0,73.0,0.038428911564625856,under,437.63
483,0,0,2.0,77.0,87.0,0.026619546779750865,under,356.65
484,1,0,4.0,88.0,50.0,0.06329937304075237,under,1114.07
485,1,0,10.0,71.0,80.0,0.21487129674599323,over,12204.69
486,1,0,6.0,71.0,103.0,0.11517277804759593,over,5053.55
487,0,0,2.0,73.0,82.0,0.03084550368092443,under,369.28
488,1,0,8.0,88.0,77.0,0.13234874608150474,over,7174.36
489,1,0,6.0,63.0,88.0,0.1368177339901478,over,4551.11
490,1,1,3.0,92.0,94.0,0.03837781109445278,under,995.67
491,0,1,4.0,74.0,95.0,0.08827941717227433,over,2482.42
492,0,0,4.0,71.0,84.0,0.0874043690715723,over,2085.12
493,1,0,7.0,73.0,86.0,0.13840552668871048,over,6082.37
494,1,1,8.0,86.0,73.0,0.14437429831595833,over,7251.05
495,1,0,4.0,73.0,93.0,0.06812458667926313,under,1849.99
496,1,0,7.0,86.0,81.0,0.11548376102646353,over,5631.22
497,1,1,8.0,88.0,64.0,0.14309874608150472,over,6447.46
498,1,1,10.0,76.0,91.0,0.20416923774954632,over,14120.34
499,1,0,7.0,88.0,105.0,0.10639890282131662,over,6881.88
500,0,1,3.0,58.0,89.0,0.08538044804128549,over,1322.2
501,0,1,3.0,63.0,70.0,0.08266083576287658,over,1093.6
502,0,0,4.0,63.0,86.0,0.10095889212827988,over,2187.98
503,0,0,3.0,58.0,57.0,0.08594711470795216,over,852.42
504,1,0,9.0,64.0,67.0,0.21775431034482762,over,8403.57
505,1,1,8.0,79.0,101.0,0.15111948930597993,over,9646.26
506,1,1,5.0,77.0,63.0,0.10003481862964622,over,2426.34
507,1,1,11.0,86.0,51.0,0.20804591018444266,over,10037.38
508,1,0,7.0,87.0,94.0,0.11067360285374558,over,6335.62
509,1,0,8.0,95.0,63.0,0.12467831215970963,over,5969.6
510,1,0,8.0,90.0,61.0,0.1329798850574713,over,5840.48
511,1,1,9.0,75.0,89.0,0.18536034482758623,over,11135.52
512,1,0,8.0,87.0,91.0,0.13059126040428065,over,8271.13
513,1,1,9.0,65.0,104.0,0.212396551724138,over,12922.21
514,1,1,2.0,95.0,93.0,0.01935707803992741,under,342.04
515,0,1,5.0,74.0,84.0,0.11807010479867625,over,3669.62
516,0,0,5.0,74.0,70.0,0.11353677146534291,over,2940.6
517,1,1,7.0,82.0,120.0,0.11985492010092519,over,8255.61
518,1,1,6.0,49.0,77.0,0.1924442294159043,over,4356.55
519,0,1,2.0,61.0,128.0,0.03695063008810081,under,577.02
520,1,1,6.0,79.0,112.0,0.10615211697948494,over,5635.4
521,0,1,4.0,72.0,68.0,0.09889319727891158,over,1936.72
522,1,1,6.0,85.0,87.0,0.10346196754563897,over,4590.61
523,0,0,3.0,63.0,116.0,0.06112750242954325,under,1340.16
524,0,1,4.0,61.0,119.0,0.10421792684286829,over,3026.07
525,1,1,9.0,68.0,90.0,0.20570993914807306,over,11330.5
526,1,0,5.0,67.0,98.0,0.09994673185795164,over,3281.25
527,1,1,7.0,81.0,79.0,0.1318623882503193,over,5906.51
528,0,0,3.0,69.0,93.0,0.05947076308784384,under,1144.87
529,0,0,3.0,68.0,141.0,0.0471328331332533,under,1355.73
530,1,0,4.0,67.0,106.0,0.07305738548636131,under,2075.41
531,1,0,9.0,81.0,85.0,0.1640373563218391,over,10164.57
532,0,0,5.0,74.0,41.0,0.12175343813200959,over,1847.0
533,1,1,7.0,79.0,110.0,0.12776080314273244,over,7771.69
534,0,0,5.0,62.0,53.0,0.1441670068027211,over,2368.66
535,0,0,3.0,77.0,43.0,0.06472098683629296,under,642.87
536,1,1,5.0,86.0,101.0,0.07920268644747396,under,3439.77
537,1,1,8.0,96.0,123.0,0.11571551724137935,over,10930.95
538,0,1,3.0,64.0,79.0,0.07864217687074831,under,1192.84
539,0,0,3.0,74.0,88.0,0.055088729545872406,under,1076.21
540,1,1,5.0,87.0,122.0,0.0728382877526754,under,3865.53
541,0,0,4.0,72.0,91.0,0.0838765306122449,over,2198.24
542,1,0,7.0,83.0,103.0,0.11488980058163692,over,6875.35
543,0,0,3.0,58.0,93.0,0.07574711470795216,under,1225.74
544,1,0,8.0,69.0,103.0,0.16759332833583213,over,9528.69
545,0,1,4.0,70.0,59.0,0.10457633624878525,over,1727.6
546,0,1,4.0,51.0,80.0,0.14064725890356145,over,2295.36
547,0,1,4.0,70.0,79.0,0.09890966958211858,over,2187.88
548,1,1,7.0,90.0,92.0,0.11420114942528738,over,6619.1
549,1,0,5.0,64.0,85.0,0.1090301724137931,over,2965.62
550,0,0,5.0,69.0,135.0,0.10478460514640639,over,4880.34
551,1,1,9.0,67.0,95.0,0.20775411734431296,over,11901.19
552,0,1,3.0,73.0,124.0,0.05448492218805332,under,1479.59
553,0,1,2.0,64.0,100.0,0.041850340136054424,under,535.68
554,0,0,3.0,71.0,105.0,0.05365327680367922,under,1199.96
555,1,1,9.0,73.0,120.0,0.18309282002834204,over,14435.04
556,0,1,3.0,62.0,108.0,0.07341020408163265,under,1474.66
557,1,1,6.0,65.0,93.0,0.13818103448275865,over,5011.83
558,0,0,2.0,65.0,67.0,0.0417513605442177,under,363.65
559,0,0,2.0,66.0,78.0,0.03771447124304268,under,388.31
560,1,0,8.0,72.0,127.0,0.1535373563218391,over,11231.56
561,0,1,4.0,82.0,77.0,0.0829700431392069,over,2095.49
562,0,1,3.0,69.0,94.0,0.0676874297545105,under,1317.06
563,1,0,8.0,65.0,89.0,0.18299137931034487,over,8468.84
564,0,1,5.0,69.0,107.0,0.12121793847973972,over,4474.76
565,0,0,3.0,66.0,63.0,0.07187170686456403,under,896.53
566,0,1,4.0,67.0,97.0,0.09886010254848208,over,2569.97
567,0,1,3.0,62.0,107.0,0.07369353741496598,under,1466.65
568,0,0,3.0,70.0,117.0,0.051444752186588935,under,1264.0
569,0,0,4.0,76.0,98.0,0.07612162549230217,under,2267.82
570,1,0,7.0,104.0,124.0,0.08124137931034485,over,7333.82
571,1,1,6.0,94.0,90.0,0.09144167278063098,over,4641.58
572,1,0,8.0,94.0,71.0,0.12417223037417464,over,6629.8
573,1,1,3.0,80.0,70.0,0.0525344827586207,under,882.58
574,1,1,5.0,89.0,75.0,0.08243461836497483,over,2751.26
575,0,0,3.0,75.0,55.0,0.063371768707483,under,784.23
576,0,1,4.0,77.0,95.0,0.08412242689283507,over,2461.42
577,1,1,5.0,80.0,87.0,0.0899741379310345,over,3131.1
578,0,0,2.0,53.0,82.0,0.05125261198819151,under,445.49
579,0,0,4.0,50.0,83.0,0.134393537414966,over,2230.93
580,0,0,3.0,79.0,73.0,0.05427404202187204,under,939.0
581,1,0,7.0,69.0,94.0,0.1456754122938531,over,6613.96
582,0,1,2.0,62.0,89.0,0.04695680272108843,under,518.22
583,1,0,7.0,81.0,79.0,0.1243623882503193,over,5570.56
584,1,0,6.0,77.0,66.0,0.11344178235557546,over,3459.07
585,1,1,6.0,108.0,92.0,0.07714367816091956,under,4599.0
586,0,1,4.0,79.0,131.0,0.07132650047360717,under,2952.63
587,0,1,3.0,74.0,108.0,0.05792206287920574,under,1388.74
588,1,0,5.0,77.0,112.0,0.08028481862964623,over,3461.88
589,1,1,6.0,83.0,93.0,0.10479840049854593,over,4853.63
590,0,1,3.0,56.0,86.0,0.08987677356656949,over,1298.54
591,0,1,4.0,77.0,98.0,0.08327242689283507,over,2513.49
592,0,0,3.0,69.0,106.0,0.0557874297545105,under,1224.09
593,1,0,4.0,92.0,100.0,0.04750374812593703,under,1748.14
594,1,0,6.0,85.0,80.0,0.09771196754563896,over,3986.65
595,1,0,8.0,98.0,119.0,0.10637948627726954,over,9924.78
596,0,0,5.0,69.0,126.0,0.10733460514640639,over,4665.84
597,1,1,5.0,74.0,82.0,0.0996747437092265,over,3024.13
598,1,1,5.0,82.0,105.0,0.08293208578637512,over,3570.23
599,0,0,3.0,76.0,107.0,0.047599552452559965,under,1161.24
600,1,0,6.0,83.0,109.0,0.09329840049854593,over,5064.42
601,1,1,6.0,65.0,104.0,0.13543103448275867,over,5493.08
602,0,1,5.0,52.0,78.0,0.17619591836734694,over,3573.25
603,1,1,5.0,75.0,91.0,0.09592241379310346,over,3273.35
604,0,1,5.0,69.0,54.0,0.1362346051464064,over,2538.05
605,0,1,4.0,79.0,114.0,0.07614316714027383,under,2742.98
606,1,1,11.0,64.0,107.0,0.26736637931034485,over,20140.17
607,1,1,5.0,72.0,77.0,0.10405459770114944,over,2884.39
608,0,1,5.0,77.0,83.0,0.11315720028271052,over,3615.94
609,0,0,3.0,58.0,95.0,0.07518044804128549,under,1242.73
610,0,1,2.0,72.0,107.0,0.03301326530612245,under,508.67
611,1,1,3.0,70.0,103.0,0.053217980295566514,under,1151.1
612,1,1,6.0,84.0,105.0,0.10036330049261084,over,5311.23
613,0,1,4.0,78.0,90.0,0.08422448979591837,over,2365.02
614,0,0,5.0,65.0,96.0,0.12463673469387757,over,3888.67
615,1,1,9.0,81.0,78.0,0.1732873563218391,over,9853.47
616,1,0,7.0,78.0,60.0,0.13465517241379316,over,4411.3
617,1,0,4.0,76.0,93.0,0.06451769509981853,under,1824.04
618,1,0,6.0,77.0,94.0,0.10644178235557547,over,4622.55
619,0,0,2.0,75.0,61.0,0.035353401360544226,under,323.48
620,0,0,5.0,55.0,98.0,0.15167674706246137,over,4087.69
621,1,1,7.0,85.0,103.0,0.11908062880324545,over,7297.86
622,1,0,7.0,91.0,90.0,0.10577586206896555,over,6064.13
623,1,1,6.0,75.0,67.0,0.12415689655172414,over,3743.33
624,0,0,2.0,64.0,122.0,0.02711700680272109,under,423.46
625,1,0,5.0,90.0,91.0,0.06989367816091954,under,2862.15
626,1,1,6.0,66.0,90.0,0.13659874608150474,over,4868.38
627,0,1,6.0,71.0,92.0,0.14923988694069176,over,5849.01
628,0,0,5.0,62.0,102.0,0.13028367346938777,over,4119.57
629,1,1,4.0,88.0,96.0,0.05929937304075236,under,2003.84
630,1,0,10.0,79.0,77.0,0.19183686163247493,over,11669.44
631,1,0,8.0,58.0,112.0,0.20201189060642094,over,10498.15
632,1,0,4.0,79.0,108.0,0.057434744652989964,under,1960.13
633,1,1,7.0,84.0,89.0,0.12421551724137932,over,6500.45
634,1,0,6.0,87.0,91.0,0.09225594530321049,over,4382.34
635,0,0,3.0,71.0,121.0,0.049119943470345886,under,1265.97
636,1,0,5.0,90.0,65.0,0.07639367816091955,under,2234.52
637,0,0,3.0,62.0,105.0,0.06576020408163266,under,1284.3
638,1,1,5.0,89.0,73.0,0.08293461836497483,over,2694.13
639,1,1,6.0,86.0,105.0,0.09759322373696874,over,5287.6
640,0,1,3.0,69.0,82.0,0.0710874297545105,under,1206.64
641,1,0,9.0,71.0,53.0,0.1981341670713939,over,6710.21
642,1,1,9.0,71.0,91.0,0.19613416707139392,over,11405.01
643,0,0,4.0,68.0,106.0,0.08607711084433775,over,2481.78
644,1,1,5.0,73.0,103.0,0.0959682333490789,over,3607.93
645,0,0,5.0,67.0,72.0,0.12690429485226928,over,3060.93
646,1,1,6.0,79.0,61.0,0.11890211697948494,over,3437.94
647,1,1,7.0,85.0,82.0,0.12433062880324545,over,6066.09
648,1,1,9.0,83.0,115.0,0.1595726007478189,over,13708.08
649,1,1,7.0,65.0,95.0,0.16333620689655176,over,7060.21
650,0,1,3.0,67.0,79.0,0.07449924357802824,under,1182.97
651,1,1,6.0,83.0,85.0,0.10679840049854593,over,4520.78
652,0,1,3.0,74.0,102.0,0.05962206287920574,under,1350.08
653,1,1,7.0,73.0,61.0,0.15215552668871046,over,4742.84
654,0,1,3.0,74.0,123.0,0.05367206287920574,under,1465.57
655,1,1,7.0,70.0,62.0,0.1587586206896552,over,4823.09
656,0,0,3.0,58.0,95.0,0.07518044804128549,under,1242.73
657,0,0,3.0,65.0,100.0,0.06276870748299321,under,1223.99
658,0,0,2.0,68.0,102.0,0.029155222088835538,under,404.44
659,1,0,7.0,75.0,87.0,0.13389137931034484,over,6115.49
660,1,0,10.0,93.0,93.0,0.15606034482758624,over,13497.66
661,0,0,4.0,61.0,109.0,0.09855126017620162,over,2621.07
662,0,0,4.0,70.0,67.0,0.09380966958211857,over,1759.87
663,1,1,6.0,90.0,70.0,0.10117241379310347,over,3824.32
664,1,1,6.0,75.0,92.0,0.11790689655172414,over,4881.35
665,1,0,7.0,82.0,67.0,0.12560492010092517,over,4830.51
666,1,1,7.0,79.0,69.0,0.13801080314273242,over,5266.08
667,1,0,7.0,79.0,43.0,0.13701080314273242,over,3257.98
668,1,1,3.0,81.0,85.0,0.0480124521072797,under,991.7
669,1,0,6.0,95.0,70.0,0.08782123411978222,over,3504.07
670,0,0,4.0,65.0,123.0,0.08661938775510206,over,2770.09
671,0,0,4.0,70.0,87.0,0.0881430029154519,over,2147.16
672,0,1,5.0,57.0,95.0,0.15473048693161476,over,4189.33
673,0,0,2.0,71.0,81.0,0.03265218453578615,under,375.57
674,0,0,3.0,68.0,91.0,0.06129949979991997,under,1137.96
675,1,0,9.0,69.0,86.0,0.19601124437781114,over,10468.18
676,1,0,8.0,84.0,66.0,0.1423177339901478,over,6312.08
677,0,0,4.0,58.0,53.0,0.12111281961060287,over,1489.2
678,0,1,2.0,76.0,107.0,0.03012747941281775,under,489.99
679,0,1,2.0,63.0,96.0,0.04396277939747328,under,531.77
680,0,0,4.0,65.0,76.0,0.09993605442176873,over,1974.74
681,0,1,5.0,68.0,84.0,0.12983805522208883,over,3708.17
682,1,0,8.0,77.0,86.0,0.15175570980743397,over,8039.41
683,0,1,4.0,59.0,55.0,0.12673887351550792,over,1645.07
684,0,0,3.0,56.0,71.0,0.08562677356656949,over,1021.36
685,0,1,2.0,41.0,108.0,0.07418670980587358,under,657.0
686,1,1,7.0,66.0,91.0,0.16161520376175553,over,6794.63
687,0,0,4.0,75.0,30.0,0.0967734693877551,over,870.96
688,0,0,3.0,67.0,74.0,0.0674159102446949,under,1002.74
689,0,1,4.0,66.0,110.0,0.0969622758194187,over,2815.78
690,1,1,5.0,81.0,80.0,0.09043742017879951,over,2930.17
691,1,0,4.0,74.0,86.0,0.06863979496738118,under,1747.29
692,0,1,3.0,67.0,108.0,0.06628257691136158,under,1438.86
693,1,1,8.0,69.0,95.0,0.17709332833583213,over,9286.77
694,0,0,5.0,60.0,76.0,0.14295646258503403,over,3259.41
695,0,0,4.0,52.0,120.0,0.11783673469387757,over,2941.2
696,0,0,3.0,65.0,72.0,0.07070204081632654,under,992.66
697,1,0,7.0,64.0,87.0,0.16064224137931038,over,6261.19
698,0,1,2.0,63.0,87.0,0.04651277939747328,under,509.87
699,1,0,6.0,78.0,99.0,0.10352586206896555,over,4796.56
700,0,0,2.0,69.0,95.0,0.03029717539189589,under,397.2
701,0,0,3.0,68.0,57.0,0.07093283313325331,under,824.81
702,0,0,4.0,64.0,113.0,0.09135068027210885,over,2642.59
703,0,0,4.0,74.0,92.0,0.08062941717227433,over,2195.7
704,1,0,4.0,93.0,76.0,0.05272413793103449,under,1490.62
705,0,1,2.0,62.0,77.0,0.05035680272108843,under,480.81
706,1,1,9.0,65.0,63.0,0.22264655172413797,over,8205.64
707,1,1,6.0,57.0,69.0,0.16578539019963706,over,3912.2
708,1,0,4.0,79.0,89.0,0.06218474465298996,under,1748.88
709,0,0,4.0,65.0,91.0,0.09568605442176872,over,2263.93
710,0,1,5.0,67.0,89.0,0.13058762818560263,over,3893.47
711,0,1,2.0,61.0,76.0,0.051683963421434144,under,479.21
712,0,0,3.0,61.0,95.0,0.07015927846548456,under,1219.72
713,0,1,3.0,69.0,130.0,0.0574874297545105,under,1546.99
714,1,0,7.0,93.0,98.0,0.10101724137931037,over,6444.7
715,0,1,4.0,74.0,87.0,0.090546083838941,over,2331.74
716,0,0,3.0,76.0,72.0,0.057516219119226636,under,944.19
717,0,1,3.0,76.0,59.0,0.06969955245255997,under,937.6
718,1,1,3.0,82.0,128.0,0.03650925147182507,under,1149.6
719,1,1,6.0,60.0,108.0,0.1472586206896552,over,5725.42
720,0,1,4.0,69.0,68.0,0.10366101745045844,over,1945.51
721,0,1,4.0,62.0,121.0,0.10156360544217687,over,3047.72
722,0,0,3.0,65.0,89.0,0.06588537414965988,under,1143.44
723,0,0,2.0,75.0,136.0,0.014103401360544221,under,287.71
724,0,1,3.0,54.0,53.0,0.10314319727891157,over,885.59
725,0,1,3.0,59.0,108.0,0.07826665513663092,under,1496.15
726,0,0,4.0,63.0,124.0,0.0901922254616132,over,2818.33
727,0,1,5.0,65.0,110.0,0.1291700680272109,over,4617.83
728,0,1,3.0,63.0,106.0,0.07246083576287658,under,1451.68
729,0,1,2.0,56.0,92.0,0.05292896015549077,under,545.38
730,1,0,7.0,68.0,120.0,0.1416632860040568,over,8091.81
731,1,0,7.0,76.0,98.0,0.12909346642468242,over,6730.42
732,1,1,5.0,79.0,51.0,0.10029343081623746,over,2020.41
733,0,1,2.0,69.0,99.0,0.03766384205856256,under,514.56
734,0,0,2.0,52.0,109.0,0.04503503401360545,under,510.52
735,1,1,7.0,89.0,106.0,0.11215846571096476,over,7406.72
736,0,1,4.0,74.0,56.0,0.09932941717227434,over,1646.48
737,1,1,6.0,65.0,97.0,0.13718103448275865,over,5189.56
738,1,0,10.0,77.0,93.0,0.19331963725929247,over,13843.62
739,0,1,3.0,65.0,96.0,0.07240204081632653,under,1355.37
740,0,0,1.0,57.0,104.0,0.00516276405298962,under,30.6
741,1,0,6.0,67.0,77.0,0.13008607822954196,over,4026.68
742,1,1,4.0,86.0,108.0,0.058062149157979165,under,2157.12
743,0,0,4.0,70.0,100.0,0.08445966958211858,over,2364.87
744,1,0,8.0,80.0,109.0,0.1395086206896552,over,9732.12
745,1,0,5.0,72.0,43.0,0.10505459770114944,over,1626.25
746,0,0,3.0,63.0,102.0,0.06509416909620991,under,1254.89
747,0,1,3.0,69.0,106.0,0.0642874297545105,under,1410.59
748,0,1,2.0,68.0,106.0,0.036521888755502205,under,526.5
749,1,0,9.0,87.0,95.0,0.14875891795481574,over,11065.43
750,0,1,4.0,68.0,118.0,0.09117711084433774,over,2926.42
751,0,1,2.0,66.0,106.0,0.03828113790970935,under,535.63
752,0,0,4.0,83.0,71.0,0.07500996229817228,under,1768.13
753,1,0,8.0,69.0,53.0,0.1800933283358321,over,5268.81
754,1,1,6.0,72.0,107.0,0.11971551724137931,over,5533.73
755,0,0,4.0,57.0,60.0,0.12151772287862515,over,1662.36
756,0,1,3.0,83.0,88.0,0.05491163839029587,under,1203.22
757,1,1,9.0,73.0,88.0,0.19109282002834205,over,11048.22
758,1,0,3.0,75.0,119.0,0.03695344827586207,under,989.43
759,1,0,9.0,79.0,101.0,0.16472817546922744,over,11829.3
760,0,0,4.0,79.0,102.0,0.07104316714027384,under,2289.86
761,0,1,4.0,78.0,74.0,0.0887578231292517,over,2049.24
762,0,0,4.0,74.0,86.0,0.08232941717227432,over,2095.78
763,0,0,4.0,85.0,99.0,0.06483835534213686,under,2182.46
764,0,1,3.0,65.0,83.0,0.07608537414965988,under,1231.44
765,1,1,5.0,69.0,91.0,0.10558958020989508,over,3314.98
766,0,0,4.0,68.0,61.0,0.09882711084433775,over,1639.74
767,1,1,3.0,68.0,124.0,0.050069979716024345,under,1266.57
768,1,1,9.0,84.0,80.0,0.16616995073891627,over,10049.96
769,1,1,6.0,82.0,87.0,0.10776850294365015,over,4612.92
770,0,1,1.0,68.0,84.0,0.013727611044417769,under,78.41
771,0,1,4.0,69.0,108.0,0.09232768411712511,over,2752.1
772,0,0,2.0,59.0,77.0,0.04509443675775395,under,409.73
773,1,0,8.0,77.0,74.0,0.15475570980743397,over,7054.38
774,1,0,6.0,73.0,99.0,0.1123118800188947,over,4870.07
775,0,0,3.0,55.0,106.0,0.07763271490414347,under,1357.8
776,1,1,6.0,99.0,82.0,0.08806583072100316,over,4289.51
777,0,1,3.0,59.0,73.0,0.08818332180329759,over,1139.42
778,0,0,4.0,83.0,90.0,0.06962662896483895,under,2080.44
779,0,1,4.0,67.0,70.0,0.10651010254848209,over,1998.13
780,0,0,4.0,79.0,85.0,0.0758598338069405,under,2037.6
781,1,1,8.0,85.0,114.0,0.13594929006085196,over,10538.79
782,1,0,8.0,79.0,70.0,0.15136948930597993,over,6696.59
783,1,0,9.0,81.0,76.0,0.1662873563218391,over,9212.98
784,1,0,9.0,88.0,68.0,0.15354858934169283,over,8269.51
785,0,0,2.0,66.0,104.0,0.030347804576376015,under,416.61
786,1,1,3.0,70.0,58.0,0.06446798029556651,under,785.22
787,1,1,5.0,72.0,31.0,0.11555459770114944,over,1289.59
788,1,0,8.0,67.0,87.0,0.17736477097272263,over,8270.87
789,1,0,6.0,73.0,127.0,0.10531188001889469,over,5858.08
790,1,1,8.0,80.0,103.0,0.1485086206896552,over,9789.69
791,1,1,10.0,75.0,96.0,0.20584482758620692,over,14820.83
792,0,1,5.0,51.0,86.0,0.17765074029611846,over,3895.88
793,1,1,7.0,80.0,64.0,0.13741379310344828,over,4924.91
794,0,1,5.0,56.0,66.0,0.16603906705539362,over,3068.4
795,0,0,3.0,68.0,97.0,0.05959949979991998,under,1179.35
796,0,1,3.0,64.0,100.0,0.0726921768707483,under,1395.69
797,1,0,6.0,73.0,64.0,0.12106188001889469,over,3393.61
798,1,0,8.0,77.0,121.0,0.14300570980743396,over,10659.07
799,0,1,3.0,63.0,89.0,0.07727750242954325,under,1299.88
800,1,1,3.0,89.0,55.0,0.0499607710189849,under,733.67
801,0,1,5.0,64.0,104.0,0.13324251700680273,over,4434.31
802,1,1,8.0,64.0,48.0,0.20394827586206898,over,5012.23
803,0,0,2.0,65.0,38.0,0.049968027210884364,under,246.84
804,0,1,4.0,75.0,92.0,0.08770680272108844,over,2420.71
805,0,0,3.0,71.0,88.0,0.058469943470345884,under,1095.96
806,1,1,4.0,90.0,102.0,0.05611494252873564,under,2060.54
807,1,1,5.0,83.0,95.0,0.08420700041545494,over,3319.86
808,0,0,3.0,64.0,74.0,0.07155884353741498,under,1016.71
809,0,1,5.0,74.0,94.0,0.11523677146534292,over,4007.93
810,0,0,3.0,60.0,101.0,0.07007721088435376,under,1274.0
811,0,1,3.0,81.0,98.0,0.053839909297052166,under,1282.14
812,0,0,2.0,48.0,100.0,0.05391156462585034,under,517.55
813,0,0,4.0,74.0,109.0,0.07581275050560767,under,2446.02
814,0,1,5.0,73.0,70.0,0.12386375920231107,over,3164.72
815,1,0,9.0,65.0,128.0,0.19889655172413798,over,14893.37
816,0,0,4.0,68.0,69.0,0.09656044417767108,over,1812.25
817,0,1,3.0,59.0,104.0,0.07939998846996427,under,1461.59
818,1,0,8.0,90.0,70.0,0.1307298850574713,over,6588.79
819,1,1,9.0,83.0,106.0,0.1618226007478189,over,12813.44
820,0,0,3.0,70.0,96.0,0.05739475218658893,under,1157.08
821,0,0,4.0,59.0,120.0,0.09982220684884124,over,2826.96
822,0,1,2.0,61.0,52.0,0.058483963421434144,under,371.02
