ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,class
77.0,164.0,16.0,67.0,48.0,1.0,1.0,101.0,8.0,9.0,48.0,1.0,22.0,5.0,5.0,10.0,6.0,7.0,2.0,59.0,1
65.0,481.0,16.0,93.0,32.0,2.0,2.0,95.0,1.0,3.0,34.0,1.0,16.0,1.0,1.0,87.0,10.0,2.0,3.0,92.0,0
78.0,128.0,7.0,55.0,28.0,1.0,1.0,101.0,8.0,9.0,28.0,2.0,42.0,1.0,1.0,34.0,5.0,9.0,2.0,64.0,1
68.0,257.0,5.0,68.0,24.0,1.0,1.0,97.0,5.0,7.0,24.0,5.0,40.0,1.0,1.0,10.0,8.0,5.0,4.0,93.0,1
65.0,145.0,11.0,55.0,20.0,1.0,1.0,86.0,5.0,7.0,22.0,2.0,56.0,3.0,3.0,45.0,6.0,4.0,1.0,90.0,0
83.0,128.0,3.0,88.0,34.0,1.0,1.0,98.0,7.0,7.0,35.0,4.0,36.0,2.0,2.0,7.0,3.0,2.0,1.0,51.0,0
77.0,167.0,11.0,56.0,36.0,1.0,1.0,101.0,8.0,9.0,37.0,4.0,20.0,3.0,3.0,26.0,7.0,2.0,2.0,48.0,0
78.0,241.0,10.0,79.0,21.0,1.0,1.0,101.0,8.0,9.0,21.0,2.0,46.0,1.0,1.0,35.0,5.0,3.0,3.0,61.0,1
67.0,100.0,8.0,52.0,28.0,3.0,3.0,86.0,7.0,7.0,30.0,4.0,16.0,1.0,1.0,37.0,11.0,3.0,2.0,64.0,0
70.0,116.0,8.0,53.0,19.0,5.0,3.0,83.0,7.0,4.0,23.0,3.0,19.0,1.0,1.0,24.0,6.0,3.0,2.0,42.0,1
56.0,177.0,15.0,69.0,18.0,2.0,2.0,90.0,5.0,7.0,21.0,1.0,43.0,4.0,4.0,85.0,7.0,3.0,5.0,81.0,0
63.0,194.0,4.0,79.0,16.0,3.0,3.0,101.0,7.0,9.0,17.0,3.0,41.0,4.0,4.0,100.0,6.0,3.0,4.0,101.0,0
86.0,378.0,4.0,122.0,46.0,1.0,1.0,101.0,8.0,9.0,47.0,3.0,47.0,1.0,1.0,21.0,7.0,3.0,1.0,68.0,1
87.0,364.0,3.0,181.0,27.0,1.0,1.0,98.0,6.0,8.0,30.0,2.0,29.0,1.0,1.0,4.0,4.0,2.0,2.0,46.0,1
69.0,116.0,13.0,60.0,16.0,1.0,1.0,94.0,5.0,7.0,16.0,1.0,54.0,5.0,5.0,40.0,3.0,3.0,1.0,68.0,0
55.0,152.0,5.0,67.0,29.0,3.0,3.0,95.0,2.0,3.0,32.0,3.0,30.0,1.0,1.0,40.0,9.0,3.0,3.0,101.0,1
87.0,381.0,4.0,139.0,24.0,1.0,1.0,101.0,8.0,9.0,24.0,2.0,14.0,2.0,2.0,6.0,4.0,3.0,1.0,43.0,1
75.0,120.0,12.0,40.0,5.0,1.0,1.0,101.0,8.0,9.0,5.0,2.0,76.0,1.0,1.0,65.0,2.0,3.0,1.0,101.0,0
56.0,40.0,3.0,18.0,22.0,1.0,1.0,97.0,6.0,8.0,24.0,8.0,27.0,3.0,3.0,65.0,10.0,5.0,1.0,79.0,0
56.0,585.0,14.0,173.0,18.0,1.0,1.0,77.0,5.0,7.0,18.0,1.0,25.0,9.0,9.0,62.0,9.0,2.0,2.0,101.0,0
60.0,171.0,3.0,70.0,41.0,2.0,1.0,88.0,4.0,6.0,47.0,6.0,42.0,1.0,1.0,39.0,12.0,6.0,4.0,78.0,0
88.0,255.0,22.0,93.0,27.0,1.0,1.0,101.0,8.0,9.0,27.0,1.0,24.0,2.0,2.0,1.0,3.0,3.0,1.0,41.0,1
61.0,66.0,18.0,38.0,11.0,1.0,1.0,92.0,6.0,8.0,12.0,1.0,56.0,1.0,1.0,100.0,6.0,3.0,3.0,101.0,0
82.0,280.0,16.0,95.0,45.0,1.0,1.0,99.0,7.0,7.0,48.0,1.0,37.0,1.0,1.0,20.0,8.0,3.0,1.0,65.0,1
62.0,35.0,9.0,17.0,6.0,2.0,2.0,101.0,7.0,9.0,6.0,3.0,61.0,1.0,1.0,96.0,3.0,3.0,3.0,101.0,0
65.0,50.0,5.0,25.0,12.0,1.0,1.0,101.0,8.0,9.0,12.0,3.0,28.0,1.0,1.0,80.0,7.0,2.0,7.0,89.0,0
74.0,260.0,2.0,77.0,28.0,2.0,2.0,101.0,8.0,9.0,31.0,8.0,25.0,2.0,2.0,41.0,6.0,3.0,1.0,79.0,1
85.0,246.0,6.0,104.0,18.0,1.0,1.0,101.0,8.0,9.0,18.0,4.0,25.0,2.0,2.0,17.0,2.0,3.0,1.0,31.0,1
74.0,106.0,6.0,72.0,25.0,1.0,1.0,93.0,7.0,7.0,26.0,4.0,5.0,1.0,1.0,48.0,5.0,2.0,5.0,39.0,0
80.0,253.0,13.0,100.0,23.0,1.0,1.0,97.0,7.0,7.0,24.0,1.0,53.0,1.0,1.0,35.0,8.0,3.0,2.0,101.0,1
82.0,152.0,20.0,83.0,22.0,2.0,1.0,96.0,7.0,6.0,23.0,1.0,24.0,1.0,1.0,2.0,2.0,5.0,1.0,101.0,1
77.0,259.0,18.0,128.0,11.0,1.0,1.0,81.0,7.0,7.0,11.0,1.0,21.0,1.0,1.0,41.0,2.0,2.0,2.0,23.0,0
60.0,102.0,3.0,48.0,33.0,1.0,1.0,98.0,7.0,7.0,34.0,8.0,34.0,2.0,2.0,39.0,8.0,5.0,3.0,59.0,0
82.0,313.0,6.0,100.0,14.0,1.0,1.0,101.0,8.0,9.0,15.0,2.0,30.0,1.0,1.0,43.0,4.0,2.0,2.0,81.0,1
87.0,144.0,3.0,56.0,13.0,1.0,1.0,101.0,8.0,9.0,14.0,3.0,24.0,2.0,2.0,9.0,5.0,2.0,1.0,57.0,1
67.0,100.0,7.0,59.0,26.0,2.0,1.0,86.0,6.0,6.0,27.0,2.0,63.0,1.0,1.0,50.0,4.0,5.0,3.0,65.0,0
76.0,164.0,9.0,80.0,45.0,1.0,1.0,99.0,8.0,7.0,47.0,3.0,36.0,1.0,1.0,25.0,5.0,4.0,1.0,48.0,1
66.0,181.0,3.0,82.0,8.0,3.0,1.0,74.0,7.0,6.0,12.0,3.0,19.0,1.0,1.0,82.0,3.0,2.0,2.0,101.0,0
66.0,221.0,5.0,96.0,36.0,1.0,1.0,95.0,5.0,7.0,36.0,2.0,27.0,1.0,1.0,54.0,8.0,3.0,2.0,64.0,0
64.0,205.0,3.0,80.0,22.0,5.0,5.0,86.0,7.0,3.0,27.0,3.0,74.0,3.0,3.0,78.0,5.0,4.0,3.0,71.0,0
63.0,186.0,9.0,68.0,39.0,1.0,1.0,96.0,5.0,7.0,39.0,3.0,25.0,1.0,1.0,20.0,9.0,2.0,5.0,61.0,1
68.0,224.0,5.0,89.0,27.0,1.0,1.0,101.0,8.0,9.0,27.0,3.0,39.0,2.0,2.0,78.0,7.0,8.0,3.0,89.0,0
65.0,26.0,2.0,10.0,6.0,2.0,2.0,101.0,8.0,9.0,8.0,5.0,18.0,2.0,2.0,9.0,3.0,2.0,1.0,76.0,0
83.0,124.0,14.0,64.0,18.0,1.0,1.0,101.0,8.0,9.0,21.0,1.0,56.0,1.0,1.0,56.0,3.0,4.0,1.0,101.0,0
60.0,22.0,2.0,9.0,5.0,2.0,2.0,101.0,1.0,9.0,8.0,6.0,34.0,1.0,1.0,12.0,3.0,3.0,1.0,81.0,1
57.0,181.0,10.0,87.0,16.0,3.0,3.0,73.0,5.0,4.0,19.0,4.0,79.0,3.0,3.0,102.0,3.0,7.0,2.0,101.0,0
68.0,246.0,28.0,111.0,21.0,1.0,1.0,88.0,5.0,7.0,24.0,1.0,18.0,1.0,1.0,41.0,7.0,3.0,2.0,65.0,0
75.0,200.0,2.0,48.0,32.0,1.0,1.0,101.0,8.0,9.0,34.0,6.0,28.0,3.0,3.0,18.0,5.0,4.0,2.0,55.0,1
85.0,187.0,16.0,72.0,16.0,1.0,1.0,101.0,8.0,9.0,16.0,1.0,28.0,1.0,1.0,14.0,2.0,3.0,1.0,51.0,1
71.0,89.0,17.0,49.0,13.0,1.0,1.0,101.0,8.0,9.0,13.0,1.0,9.0,2.0,2.0,80.0,8.0,2.0,3.0,90.0,1
66.0,146.0,5.0,47.0,37.0,1.0,1.0,95.0,6.0,7.0,37.0,5.0,32.0,2.0,2.0,62.0,14.0,7.0,6.0,85.0,0
58.0,122.0,13.0,64.0,8.0,5.0,5.0,71.0,1.0,3.0,12.0,1.0,61.0,1.0,1.0,39.0,2.0,4.0,1.0,101.0,0
70.0,209.0,6.0,62.0,49.0,2.0,2.0,99.0,7.0,4.0,54.0,7.0,27.0,4.0,4.0,79.0,9.0,5.0,4.0,76.0,0
62.0,271.0,3.0,39.0,18.0,1.0,1.0,101.0,8.0,9.0,23.0,8.0,10.0,2.0,2.0,43.0,9.0,3.0,5.0,60.0,0
71.0,332.0,23.0,117.0,21.0,1.0,1.0,96.0,7.0,7.0,23.0,1.0,24.0,4.0,4.0,66.0,9.0,2.0,3.0,83.0,0
82.0,244.0,2.0,90.0,42.0,1.0,1.0,101.0,8.0,9.0,45.0,10.0,28.0,8.0,7.0,2.0,8.0,5.0,1.0,51.0,1
70.0,61.0,18.0,32.0,17.0,1.0,1.0,101.0,8.0,9.0,17.0,1.0,14.0,2.0,2.0,77.0,9.0,2.0,8.0,70.0,0
59.0,26.0,2.0,11.0,4.0,1.0,1.0,101.0,8.0,9.0,5.0,4.0,26.0,5.0,5.0,86.0,2.0,2.0,2.0,76.0,0
60.0,76.0,5.0,44.0,23.0,1.0,1.0,97.0,6.0,7.0,24.0,3.0,31.0,8.0,8.0,60.0,15.0,5.0,3.0,91.0,0
59.0,54.0,5.0,22.0,13.0,1.0,1.0,101.0,8.0,9.0,13.0,4.0,34.0,4.0,4.0,94.0,6.0,2.0,3.0,76.0,0
76.0,289.0,11.0,133.0,37.0,1.0,1.0,101.0,6.0,9.0,37.0,3.0,20.0,1.0,1.0,33.0,12.0,2.0,3.0,63.0,1
72.0,280.0,5.0,61.0,28.0,1.0,1.0,101.0,8.0,9.0,29.0,5.0,37.0,1.0,1.0,74.0,3.0,4.0,2.0,72.0,1
58.0,192.0,14.0,100.0,21.0,2.0,2.0,66.0,1.0,3.0,24.0,1.0,27.0,1.0,1.0,28.0,5.0,3.0,1.0,51.0,0
82.0,171.0,12.0,68.0,35.0,1.0,1.0,101.0,8.0,9.0,36.0,2.0,47.0,9.0,9.0,5.0,3.0,4.0,1.0,43.0,1
75.0,168.0,5.0,64.0,18.0,1.0,1.0,95.0,7.0,7.0,18.0,3.0,42.0,3.0,3.0,39.0,5.0,4.0,3.0,79.0,0
85.0,214.0,14.0,115.0,28.0,1.0,1.0,101.0,8.0,9.0,31.0,1.0,8.0,1.0,1.0,27.0,5.0,3.0,1.0,76.0,0
87.0,195.0,7.0,107.0,18.0,1.0,1.0,95.0,7.0,7.0,18.0,3.0,19.0,2.0,2.0,23.0,4.0,2.0,1.0,41.0,0
85.0,271.0,13.0,105.0,34.0,1.0,1.0,101.0,8.0,9.0,34.0,1.0,37.0,4.0,4.0,1.0,2.0,4.0,1.0,32.0,1
70.0,168.0,13.0,61.0,10.0,4.0,4.0,91.0,7.0,3.0,11.0,1.0,21.0,1.0,1.0,85.0,3.0,2.0,3.0,61.0,0
65.0,183.0,7.0,44.0,19.0,1.0,1.0,62.0,7.0,7.0,20.0,3.0,34.0,1.0,1.0,39.0,6.0,2.0,3.0,56.0,0
58.0,105.0,6.0,53.0,27.0,1.0,1.0,89.0,5.0,7.0,27.0,4.0,32.0,4.0,4.0,37.0,11.0,3.0,2.0,87.0,0
84.0,351.0,11.0,102.0,33.0,1.0,1.0,98.0,7.0,7.0,33.0,2.0,20.0,1.0,1.0,3.0,4.0,5.0,1.0,55.0,0
70.0,58.0,5.0,38.0,15.0,1.0,1.0,101.0,8.0,9.0,15.0,2.0,51.0,5.0,5.0,53.0,7.0,8.0,3.0,101.0,0
62.0,381.0,2.0,109.0,48.0,1.0,1.0,99.0,7.0,7.0,56.0,8.0,17.0,8.0,8.0,40.0,12.0,5.0,6.0,54.0,1
63.0,97.0,5.0,63.0,9.0,2.0,2.0,57.0,5.0,3.0,10.0,2.0,23.0,1.0,1.0,7.0,2.0,2.0,1.0,34.0,0
64.0,72.0,13.0,42.0,19.0,1.0,1.0,101.0,8.0,9.0,19.0,1.0,23.0,2.0,2.0,93.0,12.0,3.0,7.0,101.0,0
66.0,522.0,11.0,160.0,37.0,1.0,1.0,91.0,5.0,7.0,40.0,2.0,42.0,1.0,1.0,20.0,8.0,3.0,1.0,65.0,1
68.0,97.0,16.0,64.0,21.0,1.0,1.0,76.0,5.0,7.0,21.0,1.0,56.0,1.0,1.0,5.0,4.0,4.0,1.0,61.0,0
87.0,217.0,7.0,96.0,27.0,1.0,1.0,98.0,7.0,7.0,30.0,2.0,29.0,1.0,1.0,2.0,4.0,4.0,1.0,56.0,0
80.0,98.0,4.0,57.0,20.0,1.0,1.0,101.0,8.0,9.0,21.0,2.0,31.0,4.0,4.0,13.0,3.0,3.0,1.0,84.0,0
56.0,138.0,8.0,68.0,14.0,2.0,2.0,80.0,1.0,3.0,15.0,2.0,22.0,10.0,9.0,27.0,3.0,3.0,1.0,72.0,0
71.0,157.0,9.0,82.0,21.0,6.0,5.0,96.0,7.0,6.0,22.0,2.0,68.0,9.0,9.0,12.0,3.0,5.0,1.0,61.0,1
84.0,148.0,3.0,52.0,23.0,1.0,1.0,101.0,8.0,9.0,24.0,4.0,27.0,1.0,1.0,6.0,4.0,4.0,1.0,61.0,1
80.0,176.0,3.0,67.0,43.0,1.0,1.0,101.0,8.0,9.0,44.0,7.0,17.0,2.0,2.0,4.0,5.0,3.0,2.0,28.0,1
77.0,43.0,19.0,28.0,8.0,1.0,1.0,101.0,8.0,9.0,8.0,1.0,72.0,2.0,2.0,31.0,2.0,4.0,1.0,81.0,0
64.0,295.0,17.0,147.0,12.0,5.0,2.0,60.0,5.0,5.0,18.0,1.0,19.0,1.0,1.0,35.0,8.0,2.0,2.0,68.0,1
63.0,85.0,9.0,47.0,24.0,1.0,1.0,97.0,7.0,7.0,25.0,2.0,30.0,1.0,1.0,55.0,6.0,3.0,4.0,71.0,0
57.0,149.0,13.0,60.0,14.0,3.0,3.0,76.0,1.0,3.0,17.0,1.0,64.0,2.0,2.0,87.0,4.0,3.0,2.0,72.0,0
77.0,223.0,3.0,81.0,35.0,1.0,1.0,98.0,7.0,7.0,37.0,4.0,23.0,5.0,5.0,7.0,7.0,6.0,1.0,56.0,1
68.0,193.0,2.0,128.0,16.0,2.0,1.0,69.0,4.0,6.0,20.0,2.0,22.0,3.0,3.0,19.0,5.0,2.0,1.0,84.0,1
73.0,158.0,2.0,67.0,49.0,1.0,1.0,97.0,7.0,7.0,54.0,7.0,18.0,2.0,2.0,17.0,6.0,5.0,3.0,40.0,1
57.0,37.0,6.0,18.0,19.0,1.0,1.0,101.0,8.0,9.0,19.0,11.0,23.0,4.0,4.0,52.0,10.0,5.0,4.0,83.0,0
78.0,188.0,16.0,75.0,38.0,1.0,1.0,101.0,8.0,9.0,38.0,1.0,15.0,1.0,1.0,36.0,5.0,2.0,3.0,39.0,0
65.0,26.0,3.0,15.0,6.0,1.0,1.0,84.0,5.0,7.0,7.0,3.0,51.0,2.0,2.0,5.0,2.0,4.0,1.0,81.0,1
59.0,140.0,17.0,88.0,15.0,2.0,1.0,76.0,4.0,6.0,17.0,1.0,51.0,3.0,3.0,85.0,8.0,2.0,2.0,101.0,0
60.0,180.0,12.0,41.0,29.0,1.0,1.0,101.0,8.0,9.0,29.0,4.0,12.0,2.0,2.0,63.0,9.0,2.0,5.0,76.0,0
66.0,134.0,6.0,42.0,18.0,1.0,1.0,95.0,5.0,7.0,18.0,6.0,54.0,2.0,2.0,44.0,3.0,5.0,2.0,68.0,1
81.0,251.0,2.0,77.0,11.0,1.0,1.0,93.0,7.0,7.0,13.0,2.0,34.0,3.0,3.0,5.0,4.0,4.0,2.0,76.0,0
68.0,136.0,1.0,72.0,30.0,1.0,1.0,95.0,7.0,7.0,34.0,5.0,10.0,9.0,9.0,36.0,11.0,2.0,3.0,47.0,0
73.0,258.0,9.0,70.0,21.0,1.0,1.0,101.0,8.0,9.0,21.0,2.0,46.0,1.0,1.0,75.0,4.0,5.0,3.0,89.0,0
87.0,264.0,40.0,110.0,12.0,1.0,1.0,101.0,8.0,9.0,12.0,1.0,28.0,2.0,2.0,12.0,3.0,2.0,1.0,51.0,0
65.0,176.0,8.0,73.0,24.0,1.0,1.0,101.0,8.0,9.0,25.0,2.0,14.0,3.0,3.0,78.0,11.0,2.0,7.0,72.0,0
81.0,278.0,6.0,107.0,17.0,1.0,1.0,89.0,5.0,7.0,18.0,4.0,25.0,1.0,1.0,6.0,4.0,3.0,1.0,46.0,1
71.0,73.0,2.0,44.0,22.0,1.0,1.0,92.0,7.0,7.0,23.0,3.0,28.0,1.0,1.0,23.0,4.0,4.0,2.0,51.0,0
83.0,181.0,38.0,107.0,17.0,1.0,1.0,95.0,7.0,7.0,17.0,1.0,14.0,3.0,3.0,4.0,3.0,2.0,1.0,39.0,1
62.0,351.0,6.0,93.0,34.0,3.0,1.0,87.0,4.0,6.0,37.0,6.0,26.0,2.0,2.0,44.0,7.0,4.0,2.0,54.0,0
60.0,283.0,13.0,75.0,25.0,1.0,1.0,93.0,5.0,7.0,26.0,1.0,33.0,1.0,1.0,75.0,7.0,4.0,3.0,83.0,0
60.0,46.0,12.0,32.0,11.0,3.0,2.0,74.0,4.0,5.0,16.0,2.0,21.0,1.0,1.0,15.0,7.0,2.0,1.0,89.0,0
90.0,168.0,27.0,93.0,17.0,1.0,1.0,101.0,8.0,9.0,17.0,1.0,39.0,1.0,1.0,2.0,2.0,3.0,1.0,61.0,1
71.0,167.0,8.0,87.0,20.0,1.0,1.0,96.0,7.0,7.0,21.0,2.0,41.0,1.0,1.0,60.0,6.0,4.0,2.0,74.0,0
64.0,130.0,7.0,52.0,14.0,1.0,1.0,86.0,5.0,7.0,14.0,4.0,47.0,4.0,3.0,44.0,5.0,3.0,1.0,76.0,0
61.0,102.0,9.0,35.0,21.0,2.0,1.0,82.0,5.0,6.0,22.0,3.0,68.0,1.0,1.0,31.0,2.0,9.0,2.0,83.0,0
67.0,347.0,6.0,91.0,31.0,2.0,1.0,95.0,7.0,3.0,32.0,6.0,27.0,4.0,4.0,66.0,8.0,4.0,7.0,80.0,0
60.0,221.0,3.0,71.0,30.0,1.0,1.0,98.0,5.0,7.0,31.0,3.0,48.0,1.0,1.0,56.0,5.0,4.0,4.0,71.0,0
73.0,286.0,2.0,77.0,53.0,1.0,1.0,97.0,7.0,7.0,54.0,8.0,14.0,4.0,4.0,14.0,5.0,4.0,2.0,26.0,1
83.0,173.0,1.0,72.0,24.0,1.0,1.0,101.0,8.0,9.0,25.0,5.0,55.0,2.0,2.0,5.0,5.0,4.0,1.0,71.0,1
78.0,517.0,15.0,111.0,11.0,1.0,1.0,91.0,7.0,7.0,11.0,1.0,31.0,2.0,2.0,56.0,4.0,3.0,2.0,87.0,0
76.0,91.0,5.0,41.0,21.0,1.0,1.0,96.0,7.0,7.0,21.0,6.0,16.0,1.0,1.0,27.0,11.0,3.0,1.0,76.0,1
85.0,448.0,18.0,119.0,21.0,1.0,1.0,96.0,7.0,7.0,21.0,1.0,41.0,2.0,2.0,13.0,6.0,2.0,1.0,76.0,0
83.0,358.0,23.0,140.0,28.0,1.0,1.0,98.0,7.0,7.0,31.0,1.0,38.0,1.0,1.0,1.0,3.0,2.0,1.0,58.0,1
83.0,242.0,5.0,96.0,34.0,1.0,1.0,101.0,8.0,9.0,34.0,5.0,7.0,3.0,3.0,3.0,5.0,3.0,1.0,44.0,0
57.0,325.0,3.0,101.0,40.0,1.0,1.0,96.0,7.0,7.0,43.0,3.0,15.0,5.0,5.0,95.0,21.0,2.0,19.0,86.0,0
76.0,210.0,2.0,60.0,28.0,1.0,1.0,101.0,8.0,9.0,29.0,5.0,30.0,4.0,4.0,22.0,6.0,4.0,2.0,90.0,0
78.0,265.0,5.0,79.0,36.0,1.0,1.0,101.0,8.0,9.0,36.0,8.0,7.0,3.0,2.0,12.0,7.0,3.0,3.0,48.0,0
63.0,324.0,2.0,105.0,15.0,8.0,8.0,101.0,1.0,9.0,25.0,3.0,19.0,2.0,2.0,5.0,4.0,2.0,1.0,37.0,1
69.0,180.0,12.0,102.0,25.0,1.0,1.0,93.0,7.0,7.0,25.0,2.0,30.0,3.0,3.0,63.0,9.0,3.0,3.0,74.0,1
58.0,61.0,36.0,47.0,5.0,6.0,6.0,76.0,7.0,7.0,10.0,1.0,51.0,2.0,2.0,10.0,3.0,2.0,1.0,101.0,0
67.0,59.0,6.0,21.0,11.0,1.0,1.0,91.0,7.0,7.0,11.0,5.0,21.0,7.0,6.0,32.0,5.0,2.0,2.0,57.0,0
78.0,276.0,1.0,64.0,16.0,2.0,1.0,90.0,7.0,6.0,19.0,5.0,23.0,3.0,3.0,19.0,5.0,2.0,1.0,57.0,0
88.0,156.0,5.0,71.0,36.0,1.0,1.0,101.0,8.0,9.0,37.0,2.0,20.0,1.0,1.0,3.0,3.0,2.0,1.0,21.0,1
69.0,299.0,2.0,132.0,75.0,1.0,1.0,96.0,5.0,7.0,79.0,4.0,60.0,6.0,5.0,3.0,4.0,24.0,1.0,71.0,1
89.0,415.0,19.0,118.0,29.0,1.0,1.0,101.0,8.0,9.0,29.0,1.0,19.0,1.0,1.0,2.0,2.0,3.0,1.0,61.0,1
77.0,178.0,2.0,45.0,25.0,2.0,1.0,97.0,7.0,6.0,27.0,4.0,16.0,2.0,2.0,6.0,5.0,4.0,1.0,38.0,0
74.0,182.0,4.0,60.0,23.0,1.0,1.0,101.0,8.0,9.0,23.0,3.0,42.0,1.0,1.0,57.0,7.0,6.0,2.0,80.0,0
68.0,177.0,6.0,80.0,23.0,3.0,1.0,84.0,7.0,6.0,25.0,5.0,22.0,1.0,1.0,62.0,8.0,3.0,3.0,91.0,0
88.0,360.0,14.0,126.0,19.0,1.0,1.0,101.0,8.0,9.0,19.0,1.0,34.0,1.0,1.0,2.0,4.0,4.0,1.0,51.0,1
81.0,382.0,3.0,91.0,24.0,1.0,1.0,93.0,7.0,7.0,25.0,3.0,34.0,2.0,2.0,4.0,4.0,4.0,1.0,51.0,1
60.0,133.0,35.0,81.0,12.0,4.0,1.0,48.0,4.0,6.0,18.0,1.0,42.0,3.0,3.0,3.0,3.0,2.0,1.0,68.0,0
76.0,29.0,3.0,17.0,4.0,1.0,1.0,101.0,8.0,9.0,5.0,3.0,26.0,2.0,2.0,37.0,4.0,2.0,1.0,101.0,1
67.0,198.0,11.0,74.0,29.0,1.0,1.0,91.0,5.0,7.0,30.0,3.0,25.0,2.0,2.0,13.0,8.0,2.0,2.0,58.0,1
63.0,154.0,4.0,69.0,28.0,2.0,2.0,87.0,3.0,5.0,29.0,4.0,26.0,3.0,3.0,23.0,8.0,4.0,3.0,51.0,0
72.0,484.0,6.0,128.0,25.0,2.0,2.0,97.0,7.0,7.0,26.0,5.0,5.0,1.0,1.0,38.0,6.0,2.0,3.0,44.0,1
57.0,79.0,9.0,41.0,15.0,3.0,3.0,82.0,5.0,7.0,19.0,4.0,20.0,1.0,1.0,23.0,3.0,3.0,2.0,51.0,0
66.0,140.0,4.0,68.0,28.0,1.0,1.0,94.0,5.0,7.0,29.0,4.0,22.0,2.0,2.0,55.0,10.0,2.0,5.0,78.0,0
64.0,45.0,15.0,31.0,6.0,1.0,1.0,81.0,5.0,7.0,6.0,1.0,81.0,10.0,10.0,69.0,2.0,2.0,1.0,101.0,0
62.0,151.0,10.0,37.0,6.0,1.0,1.0,84.0,5.0,7.0,7.0,3.0,34.0,1.0,1.0,70.0,4.0,3.0,2.0,101.0,1
59.0,93.0,8.0,35.0,12.0,1.0,1.0,93.0,7.0,7.0,13.0,2.0,59.0,2.0,2.0,71.0,3.0,4.0,2.0,84.0,0
70.0,78.0,9.0,46.0,29.0,1.0,1.0,101.0,8.0,9.0,30.0,4.0,39.0,1.0,1.0,40.0,5.0,6.0,1.0,76.0,0
74.0,274.0,6.0,101.0,24.0,3.0,3.0,89.0,7.0,3.0,26.0,3.0,47.0,1.0,1.0,1.0,2.0,3.0,1.0,51.0,0
79.0,168.0,1.0,73.0,47.0,1.0,1.0,99.0,7.0,7.0,50.0,4.0,42.0,5.0,5.0,14.0,8.0,9.0,2.0,76.0,1
77.0,223.0,5.0,86.0,48.0,1.0,1.0,101.0,8.0,9.0,48.0,3.0,29.0,1.0,1.0,38.0,5.0,5.0,1.0,54.0,1
58.0,127.0,2.0,54.0,41.0,3.0,2.0,96.0,1.0,6.0,45.0,3.0,29.0,3.0,3.0,85.0,9.0,9.0,5.0,74.0,0
59.0,90.0,4.0,50.0,16.0,2.0,2.0,68.0,7.0,7.0,17.0,3.0,21.0,2.0,2.0,69.0,10.0,2.0,2.0,84.0,0
60.0,59.0,19.0,29.0,6.0,2.0,2.0,68.0,1.0,3.0,7.0,1.0,68.0,1.0,1.0,100.0,2.0,2.0,2.0,101.0,0
62.0,230.0,22.0,115.0,21.0,4.0,2.0,69.0,5.0,5.0,26.0,1.0,37.0,3.0,3.0,64.0,7.0,4.0,2.0,91.0,0
67.0,20.0,6.0,12.0,6.0,1.0,1.0,101.0,8.0,9.0,6.0,4.0,41.0,3.0,3.0,67.0,4.0,3.0,1.0,101.0,0
68.0,190.0,14.0,112.0,9.0,5.0,5.0,71.0,7.0,4.0,11.0,1.0,51.0,2.0,2.0,98.0,2.0,2.0,2.0,101.0,0
69.0,176.0,5.0,49.0,28.0,1.0,1.0,101.0,8.0,9.0,30.0,5.0,29.0,2.0,2.0,55.0,8.0,4.0,2.0,84.0,1
65.0,151.0,4.0,41.0,25.0,3.0,3.0,101.0,7.0,9.0,25.0,11.0,26.0,1.0,1.0,54.0,12.0,4.0,5.0,83.0,0
69.0,155.0,5.0,63.0,17.0,2.0,2.0,95.0,7.0,3.0,19.0,5.0,23.0,5.0,5.0,43.0,10.0,3.0,3.0,86.0,0
65.0,181.0,4.0,49.0,14.0,2.0,2.0,93.0,7.0,7.0,15.0,4.0,63.0,2.0,2.0,76.0,3.0,5.0,2.0,87.0,0
79.0,162.0,7.0,71.0,19.0,1.0,1.0,91.0,7.0,7.0,21.0,2.0,31.0,1.0,1.0,2.0,4.0,4.0,1.0,65.0,0
71.0,311.0,3.0,59.0,17.0,1.0,1.0,101.0,8.0,9.0,18.0,6.0,13.0,5.0,5.0,63.0,7.0,2.0,3.0,89.0,0
79.0,169.0,5.0,69.0,19.0,1.0,1.0,101.0,8.0,9.0,19.0,3.0,34.0,1.0,1.0,23.0,6.0,3.0,1.0,71.0,0
74.0,100.0,3.0,51.0,19.0,2.0,2.0,101.0,8.0,9.0,22.0,3.0,21.0,4.0,4.0,2.0,4.0,2.0,1.0,58.0,1
83.0,177.0,19.0,108.0,41.0,1.0,1.0,101.0,8.0,9.0,41.0,1.0,36.0,1.0,1.0,1.0,3.0,3.0,2.0,22.0,1
83.0,178.0,6.0,55.0,26.0,1.0,1.0,97.0,7.0,7.0,27.0,5.0,43.0,2.0,2.0,10.0,5.0,3.0,1.0,76.0,0
