emp_length,annual_inc,open_acc,cr_history_yrs,grade,home_ownership,purpose,addr_state,loan_status
10,48000.0,9.0,23,A,MORTGAGE,debt_consolidation,AL,1
1,75000.0,6.0,13,A,RENT,other,CA,1
3,98000.0,10.0,26,D,RENT,debt_consolidation,CA,1
10,60000.0,13.0,21,C,MORTGAGE,debt_consolidation,OR,0
10,52800.0,8.0,27,A,MORTGAGE,car,NV,1
10,33000.0,16.0,13,B,RENT,debt_consolidation,MA,1
10,75000.0,7.0,26,B,MORTGAGE,credit_card,CA,0
0,50000.0,8.0,38,B,MORTGAGE,debt_consolidation,FL,1
3,102500.0,9.0,18,B,MORTGAGE,debt_consolidation,CO,1
2,65000.0,6.0,22,C,MORTGAGE,debt_consolidation,CA,1
7,100008.0,10.0,34,D,MORTGAGE,debt_consolidation,PA,1
10,71000.0,17.0,27,B,MORTGAGE,home_improvement,MO,1
2,52000.0,5.0,21,B,RENT,debt_consolidation,CA,1
10,42000.0,6.0,13,B,RENT,debt_consolidation,OR,0
5,80000.0,24.0,22,D,MORTGAGE,credit_card,CO,1
1,50000.0,6.0,12,C,RENT,debt_consolidation,CA,1
6,50000.0,7.0,17,B,RENT,credit_card,MD,1
2,72000.0,10.0,16,A,MORTGAGE,other,WI,1
1,74000.0,7.0,16,E,RENT,credit_card,WA,1
1,24000.0,3.0,14,B,RENT,credit_card,WI,1
3,80000.0,5.0,23,A,MORTGAGE,debt_consolidation,AL,1
10,36000.0,14.0,23,B,MORTGAGE,credit_card,FL,0
1,83500.0,11.0,36,B,RENT,debt_consolidation,CA,1
1,19200.0,3.0,10,B,OWN,major_purchase,CA,1
5,108000.0,11.0,20,B,MORTGAGE,credit_card,CT,0
4,124000.0,16.0,24,E,MORTGAGE,debt_consolidation,CO,1
4,50460.8,5.0,16,C,OWN,debt_consolidation,CA,1
1,100280.0,18.0,22,B,MORTGAGE,debt_consolidation,FL,1
3,66000.0,7.0,13,E,MORTGAGE,debt_consolidation,CA,0
10,72000.0,10.0,31,B,MORTGAGE,debt_consolidation,PA,1
10,150000.0,7.0,34,C,MORTGAGE,credit_card,PA,1
3,35000.0,2.0,20,E,RENT,wedding,NJ,1
6,28550.0,6.0,18,B,RENT,debt_consolidation,FL,1
2,78000.0,12.0,13,D,MORTGAGE,debt_consolidation,IL,1
10,69000.0,7.0,24,A,MORTGAGE,credit_card,NY,1
10,30000.0,6.0,25,A,OWN,debt_consolidation,FL,1
6,85000.0,10.0,17,B,RENT,debt_consolidation,NH,0
1,66000.0,12.0,16,B,RENT,credit_card,CO,1
10,110000.0,20.0,31,A,MORTGAGE,other,FL,1
4,110000.0,10.0,19,A,MORTGAGE,medical,IL,1
1,84400.0,15.0,20,C,MORTGAGE,debt_consolidation,TX,1
8,198000.0,9.0,31,A,MORTGAGE,debt_consolidation,NJ,1
10,129000.0,11.0,21,E,MORTGAGE,debt_consolidation,KY,1
5,150000.0,9.0,28,E,MORTGAGE,debt_consolidation,GA,1
10,75000.0,9.0,19,B,MORTGAGE,debt_consolidation,NV,1
3,65000.0,19.0,14,C,MORTGAGE,house,FL,1
10,45020.0,12.0,25,B,RENT,debt_consolidation,CA,1
6,73000.0,15.0,24,D,MORTGAGE,credit_card,MA,1
4,58295.0,6.0,15,D,RENT,wedding,PA,1
1,108000.0,13.0,22,C,MORTGAGE,debt_consolidation,WA,0
4,70000.0,12.0,20,B,RENT,credit_card,NJ,1
8,71991.0,13.0,18,B,MORTGAGE,debt_consolidation,CA,1
10,42000.0,8.0,28,B,MORTGAGE,credit_card,AZ,1
4,120000.0,9.0,18,B,OWN,small_business,NY,1
10,55200.0,6.0,21,D,RENT,debt_consolidation,CA,0
6,55000.0,13.0,20,A,MORTGAGE,wedding,PA,1
10,50582.0,9.0,45,A,RENT,debt_consolidation,NY,0
9,77000.0,11.0,21,B,MORTGAGE,debt_consolidation,MO,1
6,77000.0,11.0,20,B,RENT,debt_consolidation,NY,1
10,123504.0,5.0,26,B,MORTGAGE,debt_consolidation,UT,1
4,80000.0,6.0,51,A,RENT,credit_card,CA,1
6,87000.0,4.0,15,A,RENT,debt_consolidation,KY,1
4,74000.0,3.0,19,B,MORTGAGE,credit_card,GA,1
1,60000.0,14.0,18,A,MORTGAGE,other,MN,1
10,175000.0,11.0,22,B,MORTGAGE,home_improvement,NJ,1
7,48000.0,9.0,22,B,OWN,home_improvement,AK,1
1,14400.0,2.0,13,C,RENT,vacation,NC,0
6,60000.0,6.0,19,D,MORTGAGE,debt_consolidation,CA,1
2,47500.0,5.0,18,B,RENT,debt_consolidation,TX,1
10,105000.0,14.0,21,C,MORTGAGE,debt_consolidation,MN,1
9,40000.0,9.0,18,A,RENT,vacation,VA,0
7,75000.0,13.0,20,C,MORTGAGE,debt_consolidation,NV,1
6,36000.0,7.0,17,D,RENT,other,KY,0
1,45000.0,15.0,16,D,MORTGAGE,credit_card,LA,0
9,101877.0,13.0,17,B,RENT,debt_consolidation,NJ,1
2,62400.0,7.0,16,B,RENT,small_business,CA,1
2,40000.0,7.0,19,B,RENT,major_purchase,NJ,1
10,55000.0,9.0,20,A,MORTGAGE,credit_card,CA,1
0,10800.0,9.0,25,B,OWN,debt_consolidation,PA,0
10,84000.0,10.0,27,A,MORTGAGE,credit_card,CO,1
3,35004.0,4.0,11,D,RENT,debt_consolidation,IL,1
10,55000.0,7.0,21,E,RENT,credit_card,HI,1
4,111000.0,12.0,17,A,MORTGAGE,wedding,UT,1
5,25000.0,8.0,14,A,OWN,debt_consolidation,FL,0
10,125000.0,7.0,18,D,MORTGAGE,debt_consolidation,TX,0
1,34800.0,7.0,10,B,RENT,moving,DC,0
2,252000.0,13.0,21,E,MORTGAGE,house,OH,1
10,90000.0,12.0,19,B,MORTGAGE,debt_consolidation,OH,1
2,65000.0,2.0,18,C,RENT,house,CA,1
4,108000.0,8.0,21,A,MORTGAGE,credit_card,FL,1
8,77040.0,14.0,24,A,MORTGAGE,car,CT,1
4,100000.0,10.0,26,A,RENT,debt_consolidation,NJ,1
2,55000.0,7.0,15,C,RENT,other,CO,0
1,160000.0,6.0,21,A,MORTGAGE,credit_card,GA,1
4,71000.0,11.0,16,A,MORTGAGE,debt_consolidation,TX,1
10,75000.0,6.0,21,C,RENT,car,NY,0
10,59000.0,7.0,13,B,MORTGAGE,debt_consolidation,NY,1
5,40000.0,6.0,17,B,RENT,debt_consolidation,FL,1
10,40584.0,6.0,34,B,OWN,debt_consolidation,WV,1
10,63000.0,5.0,25,A,MORTGAGE,major_purchase,MA,1
8,52800.0,17.0,21,D,MORTGAGE,small_business,LA,0
2,54000.0,4.0,15,B,RENT,debt_consolidation,CA,1
5,85000.0,8.0,11,B,RENT,small_business,CA,1
3,54000.0,2.0,10,B,RENT,small_business,WA,1
5,101000.0,3.0,18,C,MORTGAGE,home_improvement,NV,1
1,24996.0,3.0,11,C,RENT,debt_consolidation,NV,0
5,178650.0,11.0,19,A,MORTGAGE,home_improvement,CA,1
4,61000.0,9.0,17,B,RENT,debt_consolidation,MI,1
1,39000.0,9.0,17,C,MORTGAGE,debt_consolidation,MN,0
6,42000.0,10.0,38,A,RENT,debt_consolidation,CT,0
10,53000.0,6.0,24,A,MORTGAGE,home_improvement,FL,1
10,58560.0,16.0,39,B,MORTGAGE,wedding,MI,1
10,92000.0,18.0,28,A,MORTGAGE,debt_consolidation,CA,1
10,65000.0,11.0,24,B,MORTGAGE,debt_consolidation,NH,1
7,52500.0,4.0,18,B,RENT,debt_consolidation,CA,1
1,18720.0,4.0,11,D,RENT,moving,MI,1
5,132000.0,11.0,18,A,MORTGAGE,debt_consolidation,CA,1
3,41548.8,5.0,11,D,RENT,other,CA,0
10,40000.0,7.0,27,A,RENT,debt_consolidation,OR,1
1,67200.0,10.0,10,E,MORTGAGE,major_purchase,TX,1
10,80000.0,15.0,25,A,MORTGAGE,car,FL,1
10,113328.0,12.0,18,D,MORTGAGE,debt_consolidation,FL,0
10,78000.0,20.0,23,A,MORTGAGE,credit_card,NY,1
3,20400.0,4.0,22,C,RENT,debt_consolidation,CT,0
9,170000.0,12.0,16,C,RENT,car,CA,1
4,275000.0,16.0,21,F,MORTGAGE,debt_consolidation,MD,1
4,40000.0,8.0,17,C,OWN,small_business,OK,1
3,42769.0,8.0,17,A,RENT,credit_card,OR,1
2,76422.0,4.0,15,C,RENT,debt_consolidation,VA,1
10,72000.0,9.0,22,B,OWN,debt_consolidation,CA,1
10,114000.0,7.0,35,B,OWN,major_purchase,CA,1
0,40000.0,3.0,34,A,OWN,small_business,MD,1
10,175000.0,12.0,23,B,MORTGAGE,small_business,CA,1
0,63000.0,6.0,32,D,RENT,credit_card,OH,1
3,350000.0,15.0,25,B,MORTGAGE,home_improvement,MA,1
10,48000.0,9.0,23,A,OWN,car,NY,1
1,120000.0,5.0,19,D,MORTGAGE,debt_consolidation,OR,1
1,28800.0,7.0,13,C,RENT,small_business,SC,1
10,80000.0,20.0,41,B,MORTGAGE,house,MA,1
8,82000.0,14.0,23,E,MORTGAGE,debt_consolidation,AR,1
4,37560.0,4.0,17,B,OWN,debt_consolidation,LA,1
6,34000.0,7.0,13,D,RENT,debt_consolidation,IL,0
10,93000.0,13.0,20,C,OWN,major_purchase,NC,1
3,24000.0,12.0,27,C,OWN,other,AR,1
10,65000.0,9.0,25,B,MORTGAGE,medical,GA,1
3,165000.0,15.0,25,A,MORTGAGE,debt_consolidation,CT,1
10,40000.0,3.0,16,E,RENT,debt_consolidation,WI,0
1,160000.0,7.0,23,C,MORTGAGE,debt_consolidation,TX,0
10,87600.0,7.0,44,C,OWN,car,NY,1
7,65000.0,4.0,15,C,RENT,debt_consolidation,IL,1
1,70000.0,8.0,21,E,RENT,debt_consolidation,CA,0
10,160000.0,11.0,22,C,MORTGAGE,credit_card,CA,1
3,65000.0,12.0,31,A,MORTGAGE,debt_consolidation,MA,1
10,70000.0,8.0,25,A,OWN,debt_consolidation,PA,1
10,61000.0,10.0,19,B,MORTGAGE,debt_consolidation,SC,0
1,89700.0,13.0,14,B,RENT,credit_card,CA,0
3,60000.0,6.0,17,F,RENT,small_business,FL,1
4,55000.0,7.0,18,B,MORTGAGE,debt_consolidation,OH,1
1,60000.0,10.0,19,D,MORTGAGE,debt_consolidation,NC,0
10,90000.0,10.0,24,A,MORTGAGE,debt_consolidation,KY,1
3,75000.0,6.0,19,D,MORTGAGE,debt_consolidation,GA,1
4,40000.0,10.0,26,A,OWN,credit_card,IL,1
4,54000.0,4.0,14,B,MORTGAGE,debt_consolidation,NY,1
10,55000.0,11.0,32,E,OWN,debt_consolidation,IL,1
1,88000.0,12.0,18,B,RENT,debt_consolidation,NY,1
10,100000.0,17.0,28,A,MORTGAGE,home_improvement,NY,1
6,51000.0,7.0,18,A,OWN,debt_consolidation,TX,1
1,51000.0,7.0,10,D,RENT,major_purchase,PA,1
4,31150.0,3.0,11,B,RENT,debt_consolidation,FL,1
3,67644.0,9.0,14,A,RENT,moving,GA,1
10,120000.0,9.0,41,A,MORTGAGE,home_improvement,OH,1
10,58800.0,15.0,19,E,MORTGAGE,debt_consolidation,NJ,0
5,136000.0,9.0,16,F,MORTGAGE,credit_card,FL,1
10,48000.0,5.0,19,B,OWN,debt_consolidation,CA,1
5,104400.0,8.0,12,D,MORTGAGE,debt_consolidation,AZ,1
10,54996.0,11.0,17,B,MORTGAGE,debt_consolidation,WI,1
2,48000.0,14.0,35,A,MORTGAGE,debt_consolidation,SC,1
7,55000.0,15.0,28,C,MORTGAGE,debt_consolidation,GA,0
8,52000.0,5.0,16,C,MORTGAGE,credit_card,WA,1
5,98000.0,10.0,16,C,MORTGAGE,debt_consolidation,CA,0
2,65000.0,6.0,15,B,RENT,credit_card,CA,1
10,38000.0,4.0,18,D,MORTGAGE,debt_consolidation,NC,1
5,40800.0,5.0,19,D,MORTGAGE,debt_consolidation,MN,0
8,80690.0,7.0,31,A,RENT,credit_card,NY,1
2,112000.0,10.0,17,D,RENT,other,PA,1
10,97000.0,12.0,45,B,MORTGAGE,credit_card,AL,1
8,91000.0,17.0,18,B,MORTGAGE,credit_card,SC,1
1,52008.0,7.0,27,B,RENT,debt_consolidation,VA,1
10,54000.0,19.0,19,D,MORTGAGE,debt_consolidation,FL,1
5,50000.0,13.0,16,B,MORTGAGE,major_purchase,AR,1
10,41000.0,10.0,19,C,MORTGAGE,debt_consolidation,NJ,0
1,93600.0,9.0,22,B,RENT,debt_consolidation,CA,1
3,33276.0,4.0,25,B,MORTGAGE,car,AZ,1
2,37440.0,6.0,18,A,RENT,car,GA,1
6,30000.0,14.0,19,A,RENT,credit_card,PA,1
2,87547.44,9.0,15,A,MORTGAGE,small_business,CA,1
8,33696.0,12.0,17,D,MORTGAGE,other,SC,1
1,50000.0,12.0,14,A,RENT,debt_consolidation,CO,1
4,38269.33,6.0,14,F,MORTGAGE,debt_consolidation,KY,0
10,34000.0,9.0,17,B,MORTGAGE,debt_consolidation,OH,1
10,52000.0,14.0,24,A,MORTGAGE,debt_consolidation,NH,1
6,165000.0,17.0,21,E,MORTGAGE,debt_consolidation,CA,1
1,96000.0,9.0,28,B,MORTGAGE,other,MD,1
2,127500.0,14.0,17,A,MORTGAGE,debt_consolidation,TX,1
5,55000.0,8.0,21,A,RENT,other,LA,1
10,100860.0,6.0,24,A,MORTGAGE,moving,NJ,1
1,43200.0,5.0,38,B,RENT,debt_consolidation,CA,1
10,41504.4,3.0,17,C,RENT,moving,CA,1
2,71500.0,5.0,21,A,MORTGAGE,credit_card,MN,1
2,108000.0,8.0,22,A,OWN,small_business,CO,1
4,100000.0,9.0,20,C,RENT,debt_consolidation,CA,1
4,249996.0,3.0,22,C,MORTGAGE,other,CT,1
7,75000.0,10.0,13,A,RENT,debt_consolidation,TX,1
3,120000.0,6.0,12,B,MORTGAGE,moving,NJ,1
10,85000.0,8.0,18,B,MORTGAGE,debt_consolidation,MO,1
5,65000.0,7.0,17,C,RENT,credit_card,NY,0
2,40000.0,2.0,12,E,RENT,debt_consolidation,NY,1
1,300000.0,11.0,25,C,MORTGAGE,home_improvement,NJ,1
9,66143.38,7.0,20,A,RENT,other,MA,1
1,12000.0,10.0,12,A,RENT,other,KY,0
7,78804.0,18.0,36,B,MORTGAGE,debt_consolidation,AR,1
0,36000.0,10.0,27,D,RENT,debt_consolidation,NY,1
7,200000.0,7.0,27,A,MORTGAGE,other,MA,1
2,47700.0,7.0,13,B,RENT,debt_consolidation,CA,1
7,60000.0,9.0,28,D,RENT,debt_consolidation,NY,1
2,99996.0,10.0,16,E,MORTGAGE,other,NJ,1
1,60000.0,9.0,18,B,RENT,debt_consolidation,CT,1
0,73000.0,12.0,40,B,MORTGAGE,small_business,IL,1
2,62208.0,11.0,21,D,RENT,debt_consolidation,CA,1
5,110004.0,13.0,25,C,MORTGAGE,other,TX,1
1,35004.0,11.0,11,B,RENT,other,NV,1
4,65000.0,7.0,13,D,RENT,debt_consolidation,LA,1
9,88500.0,8.0,17,D,RENT,house,NC,1
5,65000.0,11.0,16,E,RENT,debt_consolidation,TX,1
8,30873.6,8.0,16,B,MORTGAGE,vacation,OK,1
1,40000.0,15.0,26,B,RENT,debt_consolidation,CA,0
7,48800.0,17.0,18,A,MORTGAGE,credit_card,AZ,1
7,81000.0,15.0,22,B,RENT,debt_consolidation,CA,1
10,149000.0,7.0,26,C,MORTGAGE,moving,TX,1
6,79985.0,30.0,22,F,MORTGAGE,home_improvement,IL,1
10,320000.0,10.0,24,E,MORTGAGE,home_improvement,FL,1
10,150000.0,16.0,43,C,MORTGAGE,small_business,OH,1
0,60000.0,5.0,31,A,MORTGAGE,credit_card,TX,1
3,80000.0,5.0,19,B,OWN,debt_consolidation,MD,1
1,112511.52,6.0,18,D,RENT,debt_consolidation,TX,0
10,85000.0,10.0,26,B,MORTGAGE,debt_consolidation,NY,1
10,36000.0,5.0,19,A,OWN,home_improvement,NY,1
4,72000.0,6.0,13,B,RENT,other,KS,1
10,54000.0,5.0,23,E,OWN,major_purchase,NC,0
10,64000.0,19.0,31,D,MORTGAGE,debt_consolidation,AZ,0
8,35000.0,6.0,11,B,RENT,small_business,MO,0
10,50000.0,9.0,20,A,OWN,debt_consolidation,KS,1
10,38400.0,7.0,11,A,MORTGAGE,debt_consolidation,PA,1
5,156000.0,14.0,16,B,MORTGAGE,debt_consolidation,OH,1
10,74000.0,13.0,22,B,MORTGAGE,debt_consolidation,FL,1
10,120000.0,8.0,28,B,MORTGAGE,debt_consolidation,FL,1
5,75000.0,24.0,23,E,MORTGAGE,debt_consolidation,WA,1
6,54000.0,4.0,18,C,MORTGAGE,debt_consolidation,CA,1
10,57600.0,10.0,23,A,OWN,major_purchase,NJ,1
6,65000.0,6.0,18,A,MORTGAGE,medical,OR,1
10,300000.0,8.0,23,B,MORTGAGE,house,MI,1
10,51000.0,14.0,30,A,OWN,vacation,MD,1
10,45000.0,8.0,17,D,RENT,debt_consolidation,RI,1
2,24000.0,8.0,13,C,RENT,debt_consolidation,CA,1
2,105600.0,13.0,21,A,MORTGAGE,credit_card,CA,1
1,33250.0,5.0,14,D,RENT,other,TX,1
10,51000.0,3.0,10,D,RENT,debt_consolidation,FL,1
5,75000.0,5.0,27,A,MORTGAGE,small_business,CA,0
6,55000.0,11.0,16,E,MORTGAGE,credit_card,IL,1
6,33600.0,8.0,28,C,RENT,other,VT,1
4,65004.0,11.0,15,A,RENT,other,CA,1
2,95004.0,7.0,16,B,MORTGAGE,other,WA,0
6,65000.0,10.0,19,A,MORTGAGE,debt_consolidation,GA,1
6,185000.0,13.0,23,D,MORTGAGE,debt_consolidation,NJ,0
1,63000.0,6.0,17,B,MORTGAGE,debt_consolidation,TX,1
1,200000.0,11.0,23,B,RENT,debt_consolidation,NY,1
7,126000.0,9.0,22,C,MORTGAGE,credit_card,VA,1
4,95000.0,8.0,17,B,MORTGAGE,wedding,GA,0
4,40000.0,8.0,15,B,RENT,debt_consolidation,IL,1
6,52000.0,9.0,18,B,MORTGAGE,other,KY,1
6,55000.0,16.0,17,B,OWN,debt_consolidation,NY,1
2,60000.0,5.0,17,B,MORTGAGE,home_improvement,CA,1
10,99518.42,8.0,23,A,MORTGAGE,debt_consolidation,NC,1
10,50880.0,9.0,30,B,MORTGAGE,other,MO,1
5,139500.0,14.0,29,D,RENT,debt_consolidation,CA,1
6,56000.0,19.0,18,A,RENT,other,NY,1
1,22800.0,10.0,15,A,OWN,debt_consolidation,NJ,1
7,75000.0,19.0,16,E,OWN,debt_consolidation,NY,1
5,60000.0,3.0,19,E,RENT,major_purchase,CA,1
10,70000.0,16.0,25,B,MORTGAGE,major_purchase,OK,1
1,20000.0,3.0,10,B,RENT,major_purchase,FL,1
10,148500.0,9.0,30,F,RENT,debt_consolidation,NY,1
10,119004.0,12.0,21,B,MORTGAGE,debt_consolidation,FL,1
1,45176.0,6.0,16,B,RENT,debt_consolidation,TX,1
3,42000.0,4.0,10,D,RENT,credit_card,NJ,1
4,68000.0,8.0,19,D,MORTGAGE,debt_consolidation,FL,0
10,37824.0,4.0,19,D,RENT,debt_consolidation,CA,1
3,85000.0,6.0,16,A,RENT,credit_card,WA,1
10,36000.0,11.0,19,A,RENT,debt_consolidation,VT,1
3,70000.0,13.0,25,B,RENT,credit_card,CA,0
10,89000.0,6.0,22,E,MORTGAGE,debt_consolidation,KY,1
10,77800.0,9.0,29,B,MORTGAGE,credit_card,MO,1
10,82000.0,15.0,27,B,MORTGAGE,debt_consolidation,NY,1
4,70000.0,6.0,24,C,MORTGAGE,small_business,TX,0
1,60000.0,6.0,13,B,OWN,debt_consolidation,IL,0
4,150000.0,6.0,18,F,MORTGAGE,small_business,GA,0
10,38400.0,7.0,22,A,RENT,debt_consolidation,CA,0
10,56900.0,8.0,15,B,MORTGAGE,debt_consolidation,GA,1
10,75000.0,10.0,21,A,MORTGAGE,home_improvement,SC,1
4,75000.0,13.0,26,B,MORTGAGE,debt_consolidation,CA,1
0,50000.0,15.0,13,A,RENT,major_purchase,WI,1
10,155004.0,11.0,22,A,MORTGAGE,debt_consolidation,SC,1
7,38000.0,12.0,15,D,RENT,debt_consolidation,OH,0
6,150000.0,9.0,39,B,MORTGAGE,medical,TX,1
1,40000.0,20.0,16,C,RENT,moving,FL,1
6,70000.0,10.0,31,B,MORTGAGE,other,NC,1
1,135000.0,6.0,18,A,MORTGAGE,home_improvement,NY,1
3,64000.0,7.0,14,B,RENT,debt_consolidation,IL,1
10,127992.0,7.0,33,C,MORTGAGE,small_business,TX,1
1,70000.0,7.0,27,C,RENT,debt_consolidation,NC,0
10,95000.0,11.0,30,B,MORTGAGE,home_improvement,MI,1
1,95000.0,19.0,22,C,MORTGAGE,debt_consolidation,CA,1
3,72000.0,16.0,14,A,MORTGAGE,wedding,FL,1
10,124992.0,7.0,32,A,MORTGAGE,debt_consolidation,CA,1
8,62000.0,11.0,17,B,MORTGAGE,debt_consolidation,FL,1
2,20400.0,7.0,14,A,RENT,credit_card,OH,1
2,45000.0,8.0,10,D,RENT,home_improvement,NY,1
10,60000.0,7.0,21,C,RENT,debt_consolidation,MA,1
10,130000.0,8.0,19,C,OWN,home_improvement,NJ,1
3,50000.0,3.0,20,A,RENT,credit_card,CA,1
7,39600.0,4.0,17,B,MORTGAGE,credit_card,TX,1
6,78000.0,11.0,17,B,RENT,other,CA,0
10,48000.0,8.0,23,C,MORTGAGE,house,MI,1
5,36000.0,10.0,23,C,RENT,debt_consolidation,FL,1
0,26400.0,8.0,18,A,MORTGAGE,major_purchase,AL,0
1,62400.0,9.0,24,C,MORTGAGE,debt_consolidation,CO,1
10,50000.0,12.0,20,D,MORTGAGE,debt_consolidation,NC,1
10,93000.0,13.0,35,E,RENT,debt_consolidation,NY,1
4,85000.0,8.0,17,A,RENT,debt_consolidation,CA,1
1,77500.0,8.0,17,B,RENT,debt_consolidation,CA,1
0,36000.0,5.0,17,E,RENT,credit_card,FL,1
5,80000.0,15.0,18,A,RENT,credit_card,NY,1
2,90000.0,11.0,21,C,MORTGAGE,credit_card,WI,1
2,50000.0,9.0,17,B,RENT,wedding,CA,1
1,60000.0,5.0,17,D,RENT,debt_consolidation,CA,1
3,75531.0,11.0,15,D,RENT,credit_card,MA,1
1,22000.0,8.0,33,A,MORTGAGE,major_purchase,MI,1
6,114000.0,7.0,24,C,MORTGAGE,small_business,GA,1
1,69000.0,14.0,23,A,MORTGAGE,debt_consolidation,MA,1
1,65000.0,7.0,22,A,MORTGAGE,home_improvement,NJ,1
10,150000.0,7.0,19,B,MORTGAGE,home_improvement,VA,1
3,31550.07,5.0,11,C,RENT,debt_consolidation,CA,1
10,215000.0,11.0,26,F,MORTGAGE,debt_consolidation,FL,1
1,52800.0,5.0,29,C,MORTGAGE,home_improvement,CA,1
1,24000.0,3.0,27,A,RENT,credit_card,TX,1
3,53000.0,13.0,20,C,RENT,credit_card,NC,1
2,36000.0,6.0,10,C,RENT,debt_consolidation,MO,1
3,70000.0,7.0,12,D,RENT,debt_consolidation,TX,1
8,60000.0,11.0,23,B,MORTGAGE,debt_consolidation,GA,1
1,28000.0,10.0,11,B,OWN,credit_card,MO,1
5,120000.0,10.0,23,C,RENT,small_business,CA,1
1,50000.0,5.0,25,B,RENT,credit_card,GA,1
10,45000.0,6.0,19,E,MORTGAGE,debt_consolidation,TX,0
10,30000.0,12.0,38,A,RENT,major_purchase,NY,1
3,52000.0,6.0,14,B,RENT,credit_card,MN,1
4,41000.0,5.0,14,A,RENT,other,VT,1
7,148000.0,7.0,40,F,RENT,debt_consolidation,IL,1
10,50400.0,10.0,17,F,MORTGAGE,debt_consolidation,SC,0
10,75000.0,7.0,23,B,OWN,debt_consolidation,CA,1
0,38880.0,4.0,31,D,OWN,debt_consolidation,FL,1
3,45000.0,11.0,26,B,OWN,debt_consolidation,CA,0
10,55000.0,12.0,17,B,MORTGAGE,debt_consolidation,OR,1
6,57000.0,9.0,28,C,MORTGAGE,debt_consolidation,CA,1
8,50000.0,3.0,18,D,RENT,medical,NY,0
10,148000.0,6.0,20,A,RENT,debt_consolidation,CA,1
10,45000.0,9.0,22,A,MORTGAGE,house,LA,1
10,65600.0,8.0,18,D,MORTGAGE,debt_consolidation,FL,1
10,62000.0,10.0,24,D,MORTGAGE,wedding,SC,1
10,85000.0,15.0,32,C,MORTGAGE,small_business,SC,1
0,40000.0,10.0,54,A,OWN,debt_consolidation,TX,1
4,51000.0,8.0,17,B,MORTGAGE,debt_consolidation,FL,1
3,31200.0,4.0,14,B,MORTGAGE,small_business,MN,1
2,95000.0,7.0,18,D,RENT,debt_consolidation,MD,0
5,94500.0,14.0,24,D,RENT,debt_consolidation,TX,1
8,33600.0,6.0,24,A,MORTGAGE,credit_card,PA,1
6,59000.0,14.0,24,B,RENT,credit_card,NY,1
7,27040.0,8.0,22,B,MORTGAGE,credit_card,IL,1
5,50000.0,5.0,18,D,MORTGAGE,credit_card,MI,1
3,43000.0,4.0,13,C,RENT,debt_consolidation,WI,1
3,150000.0,11.0,23,D,RENT,debt_consolidation,NJ,1
10,120000.0,16.0,23,A,MORTGAGE,debt_consolidation,NJ,1
1,65000.0,9.0,15,C,OWN,moving,GA,1
0,38400.0,3.0,10,C,RENT,wedding,WA,1
1,70000.0,7.0,28,D,MORTGAGE,debt_consolidation,TX,1
10,108000.0,13.0,30,E,MORTGAGE,debt_consolidation,OH,1
4,55000.0,15.0,14,C,RENT,debt_consolidation,FL,1
9,80000.0,8.0,15,E,MORTGAGE,debt_consolidation,CA,1
3,98000.0,12.0,20,D,MORTGAGE,credit_card,CO,0
10,60000.0,9.0,18,D,MORTGAGE,home_improvement,NY,1
7,43000.0,5.0,17,E,RENT,debt_consolidation,WI,1
8,95000.0,9.0,16,C,MORTGAGE,home_improvement,AZ,1
9,68000.0,13.0,23,A,MORTGAGE,major_purchase,NH,1
0,100000.0,10.0,21,C,MORTGAGE,major_purchase,CA,0
5,62100.0,8.0,19,B,RENT,debt_consolidation,NY,1
2,60000.0,10.0,19,A,MORTGAGE,debt_consolidation,CO,1
10,68000.0,4.0,24,B,RENT,debt_consolidation,CA,1
10,60000.0,14.0,20,C,OWN,home_improvement,MO,1
10,90000.0,6.0,16,C,MORTGAGE,debt_consolidation,CA,1
6,50000.0,3.0,14,B,RENT,small_business,IL,0
2,80000.0,15.0,30,B,MORTGAGE,debt_consolidation,AK,0
10,120000.0,16.0,30,E,MORTGAGE,major_purchase,NJ,1
6,99996.0,12.0,22,A,MORTGAGE,debt_consolidation,NJ,1
3,51996.0,12.0,13,A,MORTGAGE,debt_consolidation,NC,1
5,99600.0,13.0,15,E,MORTGAGE,debt_consolidation,MD,1
10,77000.0,7.0,18,D,MORTGAGE,debt_consolidation,NY,1
2,36000.0,9.0,19,D,RENT,other,NY,0
8,32500.0,9.0,17,A,MORTGAGE,home_improvement,IL,1
0,50000.0,9.0,20,C,MORTGAGE,other,SD,0
4,38000.0,9.0,20,B,RENT,credit_card,NJ,1
1,28000.0,6.0,14,A,RENT,debt_consolidation,VA,1
4,50000.0,9.0,18,B,RENT,major_purchase,UT,1
7,150000.0,6.0,21,A,RENT,major_purchase,CA,1
3,65004.0,6.0,14,A,MORTGAGE,major_purchase,KY,1
10,160000.0,9.0,22,D,RENT,debt_consolidation,NY,1
5,198204.0,13.0,25,D,MORTGAGE,home_improvement,CA,1
10,78000.0,13.0,32,B,MORTGAGE,medical,CT,1
3,50000.0,7.0,19,B,MORTGAGE,debt_consolidation,FL,0
2,39359.0,10.0,14,A,RENT,moving,NY,0
10,32000.0,6.0,14,E,RENT,debt_consolidation,DC,0
1,30000.0,7.0,15,B,MORTGAGE,debt_consolidation,PA,1
5,68004.0,10.0,22,B,MORTGAGE,debt_consolidation,IL,1
10,67000.0,3.0,17,A,MORTGAGE,small_business,NV,1
